-- ============================================================================
-- Query 05: Storm Onset Detail — All ASH Samples 08:42 to 08:48
-- ============================================================================
-- Database: POST2P (DBID: 2771519206)
-- Snap Range: 233938 - 233941 (09-MAR-2026 08:00 to 09:30)
-- Purpose: Capture every ASH sample at the exact start of the mutex storm to identify the first holder
-- 
-- SQL Query:
--   SELECT sample_time, session_id, session_serial#, user_id,
--          sql_id, sql_opname, module, machine, program,
--          event, session_state,
--          blocking_session, blocking_session_serial#
--   FROM   dba_hist_active_sess_history
--   WHERE  dbid = 2771519206
--     AND  snap_id BETWEEN 233938 AND 233941
--     AND  sample_time BETWEEN
--          TO_TIMESTAMP('2026-03-09 08:42:00','YYYY-MM-DD HH24:MI:SS') AND
--          TO_TIMESTAMP('2026-03-09 08:48:00','YYYY-MM-DD HH24:MI:SS')
--   ORDER BY sample_time, session_id;
-- 
-- Notes: 7,108 rows — shows SID 3082 as first holder at 08:47:12
-- ============================================================================
SAMPLE_TIME,SESSION_ID,SESSION_SERIAL#,USER_ID,SQL_ID,SQL_OPNAME,MODULE,MACHINE,PROGRAM,EVENT,SESSION_STATE,BLOCKING_SESSION,BLOCKING_SESSION_SERIAL#
09-MAR-26 08.47.12.774000000 AM,8829,60849,267,,,,drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,,
09-MAR-26 08.47.12.774000000 AM,8908,49331,267,,,,drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,,
09-MAR-26 08.47.12.774000000 AM,8912,36899,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.12.774000000 AM,9016,34907,267,626yr7u3ypr34,UPSERT,SQL*Plus,dru822a,oracle@dru104a (P002),,ON CPU,,
09-MAR-26 08.47.12.774000000 AM,9041,53161,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.12.774000000 AM,9119,13401,267,,,,drum711a.mtnirancell.ir,,library cache: mutex X,WAITING,,
09-MAR-26 08.47.12.774000000 AM,9133,34733,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.12.774000000 AM,9138,22917,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.12.774000000 AM,9226,56025,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.12.774000000 AM,9252,42151,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.12.774000000 AM,9337,56846,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.12.774000000 AM,9338,51239,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.12.774000000 AM,9439,27992,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.12.774000000 AM,9442,34745,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.12.774000000 AM,9455,45597,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.12.774000000 AM,9556,8524,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.12.774000000 AM,9557,24496,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.12.774000000 AM,9561,61347,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.12.774000000 AM,9574,57421,267,,,,drum711a.mtnirancell.ir,,library cache: mutex X,WAITING,,
09-MAR-26 08.47.12.774000000 AM,9577,64685,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.12.774000000 AM,9658,44769,267,,,,drvl097.mtnirancell.ir,JDBC Thin Client,library cache: mutex X,WAITING,,
09-MAR-26 08.47.12.774000000 AM,9662,6275,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.12.774000000 AM,9674,49705,267,,,JDBC Thin Client,drvl097.mtnirancell.ir,JDBC Thin Client,library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.12.774000000 AM,9675,54350,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.12.774000000 AM,9762,11019,267,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.12.774000000 AM,9783,37935,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.12.774000000 AM,9786,45835,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.12.774000000 AM,9863,19653,267,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.12.774000000 AM,9883,6047,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.12.774000000 AM,9887,14645,267,,,,drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,,
09-MAR-26 08.47.22.860000000 AM,3622,28777,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,3624,17629,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,3636,18101,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,1,8653,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,13,38769,267,,,,drum711a.mtnirancell.ir,,library cache: mutex X,WAITING,,
09-MAR-26 08.47.22.860000000 AM,24,45318,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,26,59839,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,31,19111,267,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,108,47367,198,,,perl@drvl140 (TNS V1-V3),drvl140,perl@drvl140 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,116,26551,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,214,23358,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,235,45413,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,237,10535,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,241,21973,65,,,,dru708a,JDBC Thin Client,library cache: mutex X,WAITING,,
09-MAR-26 08.47.22.860000000 AM,242,41933,198,,,,drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,,
09-MAR-26 08.47.22.860000000 AM,320,39718,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,322,45335,0,,,MMON_SLAVE,dru104a,oracle@dru104a (M000),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,325,65193,267,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,332,51719,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,431,62625,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,435,45517,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,437,25457,267,,,,drum711a.mtnirancell.ir,,library cache: mutex X,WAITING,,
09-MAR-26 08.47.22.860000000 AM,444,8668,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,450,13945,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,535,827,267,,,,drum711a.mtnirancell.ir,,library cache: mutex X,WAITING,,
09-MAR-26 08.47.22.860000000 AM,548,51556,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,555,31922,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,645,63195,267,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,649,61887,267,,,,drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,,
09-MAR-26 08.47.22.860000000 AM,656,52965,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,753,18727,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,759,4375,267,,,,drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,,
09-MAR-26 08.47.22.860000000 AM,767,397,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,858,40961,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,875,18107,267,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,885,39154,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,962,60741,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,974,8269,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,981,15488,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,990,64061,267,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,1075,47759,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,1167,3,0,,,,dru104a,oracle@dru104a (DBW1),db file parallel write,WAITING,,
09-MAR-26 08.47.22.860000000 AM,1172,18179,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,1173,36041,267,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,1177,37169,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,1274,14817,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,1276,57341,267,,,,drum711a.mtnirancell.ir,,library cache: mutex X,WAITING,,
09-MAR-26 08.47.22.860000000 AM,1278,57215,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,1382,57552,267,,,,drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,,
09-MAR-26 08.47.22.860000000 AM,1388,37787,267,,,,drum711a.mtnirancell.ir,,library cache: mutex X,WAITING,,
09-MAR-26 08.47.22.860000000 AM,1391,14321,267,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,1404,17892,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,1408,38263,267,,,,drum711a.mtnirancell.ir,,library cache: mutex X,WAITING,,
09-MAR-26 08.47.22.860000000 AM,1412,37539,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,1496,48721,267,,,,drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,,
09-MAR-26 08.47.22.860000000 AM,1511,50461,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,1518,21798,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,1595,44183,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,5327,48166,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,5408,20597,563,,,zabbix_proxy: odbc poller #17 [got 0 values in 0,twvla659,zabbix_proxy: odbc poller #17 [got 0 values in 0,library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,5426,26081,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,1596,26025,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,1698,29623,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,1709,15417,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,1710,14523,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,1721,13555,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,1803,3,0,,,,dru104a,oracle@dru104a (DBW8),,ON CPU,,
09-MAR-26 08.47.22.860000000 AM,1810,40493,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,1812,63396,267,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,1817,45173,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,1819,49925,267,,,,drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,,
09-MAR-26 08.47.22.860000000 AM,1912,20335,563,,,zabbix_proxy: odbc poller #49 [got 0 values in 0,twvla659,zabbix_proxy: odbc poller #49 [got 0 values in 0,library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,1925,28390,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,2022,18315,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,2027,25605,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,2136,37237,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,2137,64441,267,,,,drum711a.mtnirancell.ir,,library cache: mutex X,WAITING,,
09-MAR-26 08.47.22.860000000 AM,2148,48314,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,2235,23943,267,,,,drum711a.mtnirancell.ir,,library cache: mutex X,WAITING,,
09-MAR-26 08.47.22.860000000 AM,2245,53587,267,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,2349,57569,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,2359,53701,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,2451,17191,267,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,2456,41289,267,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,2462,36947,65,,,JDBC Thin Client,dru708a,JDBC Thin Client,library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,2464,24086,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,2545,1,0,,,,dru104a,oracle@dru104a (DBWD),,ON CPU,,
09-MAR-26 08.47.22.860000000 AM,2564,40207,563,,,zabbix_proxy: odbc poller #24 [got 0 values in 0,twvla659,zabbix_proxy: odbc poller #24 [got 0 values in 0,library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,2569,25921,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,2570,42283,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,2578,13081,267,,,,drum711a.mtnirancell.ir,,library cache: mutex X,WAITING,,
09-MAR-26 08.47.22.860000000 AM,2655,9821,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,2661,59999,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,2664,31967,563,,,zabbix_proxy: odbc poller #53 [got 0 values in 0,twvla659,zabbix_proxy: odbc poller #53 [got 0 values in 0,library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,2681,51105,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,2772,45837,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,2785,10087,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,2878,45953,65,,,JDBC Thin Client,drvl666.mtnirancell.ir,JDBC Thin Client,library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,2899,45879,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,2981,43343,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,2982,21349,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,2984,8491,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,3083,21317,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,3084,2561,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,3088,56681,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,3105,37343,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,3199,38767,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,3205,33413,198,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,3214,14385,267,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,3215,22467,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,3291,12514,563,,,zabbix_proxy: odbc poller #32 [got 0 values in 0,twvla659,zabbix_proxy: odbc poller #32 [got 0 values in 0,library cache: mutex X,WAITING,322,45335
09-MAR-26 08.47.22.860000000 AM,3294,48741,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,3310,36911,267,,,sqlplus@drvl1078 (TNS V1-V3),drvl1078,sqlplus@drvl1078 (TNS V1-V3),library cache: mutex X,WAITING,3082,44313
09-MAR-26 08.47.22.860000000 AM,3315,21373,267,,,sqlplus@drvl141 (TNS V1-V3),drvl141,sqlplus@drvl141 (TNS V1-V3),library cache: mutex X,WAITING,322,45335
